episode,exploration
0,1.0
1,0.99009900990099
2,0.9802960494069208
3,0.9705901479276444
4,0.9609803444828162
5,0.9514656876067488
6,0.9420452352542068
7,0.9327180547071352
8,0.9234832224823122
9,0.914339824239913
10,0.9052869546929831
11,0.896323717517805
12,0.8874492252651535
13,0.8786625992724292
14,0.8699629695766625
15,0.8613494748283788
16,0.8528212622063156
17,0.8443774873329858
18,0.8360173141910751
19,0.8277399150406684
20,0.8195444703372954
21,0.8114301686507875
22,0.8033962065849382
23,0.7954417886979586
24,0.7875661274237213
25,0.7797684429937835
26,0.7720479633601817
27,0.7644039241189917
28,0.7568355684346453
29,0.7493421469649953
30,0.741922917787124
31,0.7345771463238852
32,0.7273041052711734
33,0.7201030745259143
34,0.7129733411147666
35,0.7059141991235313
36,0.6989249496272587
37,0.6920049006210482
38,0.685153366951533
39,0.6783696702490425
40,0.6716531388604381
41,0.665003107782612
42,0.6584189185966455
43,0.6518999194026193
44,0.6454454647550686
45,0.6390549155990778
46,0.6327276392070077
47,0.6264630091158492
48,0.6202604050651972
49,0.6141192129358388
50,0.6080388246889493
51,0.6020186383058904
52,0.5960580577286043
53,0.5901564928005983
54,0.5843133592085132
55,0.5785280784242706
56,0.5728000776477926
57,0.5671287897502897
58,0.5615136532181086
59,0.5559541120971373
60,0.5504496159377597
61,0.544999619740356
62,0.5396035839013427
63,0.5342609741597452
64,0.5289712615443022
65,0.5237339223210913
66,0.5185484379416745
67,0.513414294991757
68,0.5083309851403535
69,0.5032980050894589
70,0.4983148565242167
71,0.4933810460635809
72,0.4884960852114662
73,0.4836594903083824
74,0.478870782483547
75,0.4741294876074722
76,0.469435136245022
77,0.4647872636089327
78,0.4601854095137947
79,0.4556291183304898
80,0.451117938941079
81,0.4466514246941376
82,0.4422291333605322
83,0.4378506270896359
84,0.4335154723659761
85,0.429223239966313
86,0.4249735049171416
87,0.4207658464526154
88,0.4165998479728865
89,0.412475097002858
90,0.4083911851513445
91,0.4043477080706381
92,0.4003442654164734
93,0.3963804608083895
94,0.3924559017904847
95,0.3885701997925591
96,0.3847229700916426
97,0.3809138317739036
98,0.3771424076969342
99,0.3734083244524101
100,0.3697112123291189
101,0.36605070527635536
102,0.36242644086767856
103,0.3588380602650283
104,0.3552852081831963
105,0.3517675328546498
106,0.34828468599470275
107,0.3448363227670324
108,0.341422101749537
109,0.3380416849005317
110,0.3346947375252789
111,0.33138092824285037
112,0.3280999289533172
113,0.3248514148052645
114,0.32163506416362825
115,0.31845055857784976
116,0.3152975827503463
117,0.31217582450529335
118,0.3090849747577162
119,0.3060247274828873
120,0.302994779686027
121,0.299994831372304
122,0.2970245855171327
123,0.294083748036765
124,0.2911720277591733
125,0.2882891363952211
126,0.2854347885101199
127,0.2826087014951682
128,0.2798105955397705
129,0.27704019360373316
130,0.2742972213898348
131,0.27158140731666813
132,0.26889248249175063
133,0.2662301806849016
134,0.2635942383018828
135,0.2609843943582998
136,0.2584003904537622
137,0.25584197074629916
